Record #,Code / Description,Responsible Party,Unit(s),Status,Picture,Correction Required By:
HSNG-25-227, 105.CMR.410.540 (A) (1) (4)(Screens in BC stairwell windows in disrepair),Owner,"",Cited,1317607,08/29/2025
HSNG-25-225,105.CMR.410.550 Elimination of Pests(A) 2(INFESTATION OF SOME KIND OF INSECTS),Owner,"",Cited,"",""
HSNG-25-224,"105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(1) protected from wind, rain, and snow, and our weather, tight, free from excess moisture, or the appearance of mold and pest resistant;(1) protected from wind, rain, and snow, and our weather, tight, free from excess moisture, or the appearance of mold and pest resistant.(Shingles rotted,loose,missing.Causing leaks in 3rd Flr unit.)",Owner,"",Cited,1323114,""
HSNG-25-224,"",Owner,"",Cited,1323115,""
HSNG-25-224,"105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(1) protected from wind, rain, and snow, and our weather, tight, free from excess moisture, or the appearance of mold and pest resistant;(3rd Flr unit ceiling water damage.)",Owner,"",Cited,1323119,""
HSNG-25-224,"",Owner,"",Cited,1323120,""
HSNG-25-224,"105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(1) protected from wind, rain, and snow, and our weather, tight, free from excess moisture, or the appearance of mold and pest resistant;(Side staircase,Treads loose,not secure.)",Owner,"",Cited,1323122,""
HSNG-25-224,"",Owner,"",Corrected,"",""
HSNG-25-223,"105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements. (A) (2).(A) Every owner of a residence shall maintain all buildings and structural elements in compliance with accepted standards so they are in good repair and in every way fit for the intended use, including:(2) Free from holes, cracks, loose plaster, or defects that renders the area difficult to keep clean, create an injury risk, or provide an entry or harborage for pests.(Front porch steps are broken. Boards are loose and uneven, creating a trip hazard)",Owner,Exterior,Cited,"",10/07/2025
HSNG-25-223,"","","",Cited,"",""
HSNG-25-223,"","","",Cited,"",""
HSNG-25-220,"LITTER VACANT LOT CHAPTER 327 Article I § 327-13 L (2)(Bulk item/couch, cardboard box, miscellaneous items dumped on lot)NOTE; SPECIAL PICK UP ITEMS MUST ONLY BE PUT OUT THE NIGHT BEFORE SCHEDULED PICK UP DAY TO AVOID IMMEDIATE TICKET.",Owner,"",Cited,"",10/01/2025
HSNG-25-220,OVERGROWTH VACANT LOT CHAPTER 327 Article I § 327-13 L (2)(Overgrowth blocking sidewalk),Owner,"",Cited,"",10/01/2025
HSNG-25-220,"","","",Cited,"",""
HSNG-25-220,Location of violation,"","",Cited,"",""
HSNG-25-219,"INFESTATION OF ROACHES - RAT - MICE - VERMIN 105.CMR.410.550 (B)(Roaches throughout, extermination records needed",Owner,"",Cited,"",""
HSNG-25-218,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Litter trash / overgrowth grass in yard),Owner,"",Cited,"",""
HSNG-25-217,"Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)Whoever, being the owner, occupant, or in control of real estate, permits, allows or suffers an unregistered motor vehicle or a substantial part of such motor vehicle to remain on said premises for a period in excess of 12 days shall be punished by a fine .",Owner,"",Cited,"",""
HSNG-25-217,Unregistered mv ,"","",Cited,"",""
HSNG-25-216,"105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition(A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean, safe, and sanitary condition and free from:(1) Refuse;(2) Pests;(3) Potential injury hazards;(4) Conditions contributing to the accumulation of standing water; or(5) Any other condition which affects the health, safety, or well-being of the occupants of any residence or of the general public.LITTER OCCUPIED CHAPTER 327 Article I § 327-13 (A)YARD/PROPERTY/TREEBELTMiscellaneous Debris, Litter, Plastic, Cardboard, Household furniture on treebelt, Etc Note: Yard And Property Must Be Cut Cleaned And Maintained At All Times .Note: Owner Is Responsible To Maintain From Property Line And 3 Feet Into Street Area.  NOTE; SPECIAL PICK UP ITEMS AND/OR TRASH RECEPTACLES MUST ONLY BE PUT OUT THE NIGHT BEFORE SCHEDULED PICK UP DAY.",Owner,"",Corrected,"",""
HSNG-25-216,"",Owner,"",Corrected,"",""
HSNG-25-215,"",Owner,"",Cited,"",""
HSNG-25-215,INFESTATION OF ROACHES - RAT - MICE - VERMIN 105.CMR.410.550 (A) ( B)(Infestation of mice) ,Owner,"",Cited,"",""
HSNG-25-215,"structural members unsound -  105.CMR.410.500 (A) (1) (2) (bathroom ceiling in wall, water damage, holes throughout apartment, including living room baseboard) ",Owner,"",Cited,"",""
HSNG-25-214,Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)( construction debris on tree belt),Owner,"",Cited,1317220,08/14/2025
HSNG-25-213,"105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition(A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean, safe, and sanitary condition and free from:(1) Refuse;(2) Pests;(3) Potential injury hazards;(4) Conditions contributing to the accumulation of standing water; or(5) Any other condition which affects the health, safety, or well-being of the occupants of any residence or of the general public.(Miscellaneous Debris, Litter, Plastic, Cardboard, Bulk items , mattresses, Etc.) Note: Yard And Property Must Be Cut Cleaned And Maintained At All Times .Note: Owner Is Responsible To Maintain From Property Line And 3 Feet Into Street Area.  NOTE; SPECIAL PICK UP ITEMS AND/OR TRASH RECEPTACLES MUST ONLY BE PUT OUT THE NIGHT BEFORE SCHEDULED PICK UP DAY.)",Owner,"",Cited,"",""
HSNG-25-213,Litter on treebelt ,Owner,"",Cited,"",""
HSNG-25-212,"LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Litter in front yard, metal pieces) Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)(Black/Chevy) ",Owner,"",Cited,"",""
HSNG-25-210,"105 CMR 410.500 Owner’s Responsibility to Maintain Building and Structural Elements (A,2)(replace old ripped and stained carpet)",Owner,"",Corrected,1318470,""
HSNG-25-210,"",Owner,"",Corrected,1318505,""
HSNG-25-210,"",Owner,"",Corrected,1318507,""
HSNG-25-210,"",Owner,"",Corrected,1318508,""
HSNG-25-210,"",Owner,"",Corrected,1318509,""
HSNG-25-210,"",Owner,"",Corrected,1318510,""
HSNG-25-210,"",Owner,"",Corrected,1318511,""
HSNG-25-210,"",Owner,"",Corrected,1318512,""
HSNG-25-210,"",Owner,"",Corrected,1318513,""
HSNG-25-210,"",Owner,"",Corrected,1318515,""
HSNG-25-210,"",Owner,"",Corrected,1318516,""
HSNG-25-210,"",Owner,"",Corrected,1318517,""
HSNG-25-210,"",Owner,"",Corrected,1318518,""
HSNG-25-210,"",Owner,"",Corrected,1318519,""
HSNG-25-210,"",Owner,"",Corrected,1318520,""
HSNG-25-210,"",Owner,"",Corrected,1318521,""
HSNG-25-210,"",Owner,"",Corrected,1318522,""
HSNG-25-210,"",Owner,"",Corrected,1318523,""
HSNG-25-209,"105.CMR.410.320: Electrical Service/ temporary wiring(A)4(Temporary wiring through bedroom)105.CMR.410.235: Owner’s Installation, Maintenance and Repair Responsibilities(A)2(Ceiling water damage living room)(Wall broken plaster in bedroom)(front steps loose/cracked)105.CMR.410.235: Owner’s Installation, Maintenance and Repair Responsibilities(A)12(Power outlets not working bedroom)105.CMR.410.130: Potable Water/Sanitary Drainage(A) (kitchen water pressure low)",Owner,"",Cited,"",""
HSNG-25-209,"",Owner,"",Cited,"",""
HSNG-25-208,"",Owner,"",Cited,1322783,""
HSNG-25-208,"",Owner,"",Corrected,1327936,""
HSNG-25-207,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Litter/ mattress bulk items),Owner,"",Cited,"",""
HSNG-25-206,105.CMR.410.550 Elimination of Pests(A) 2(Roaches),Owner,"",Cited,"",""
HSNG-25-206,"",Owner,"",Cited,"",""
HSNG-25-205,105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements. (A) (2) (Wall damage in closet from previous water leak from unknown sources)(Water damage to ceiling in hallway from previous water leak),Owner,2R,Cited,"",10/01/2025
HSNG-25-205,"","",2R,Corrected,"",""
HSNG-25-200,"",Owner,"",Corrected,"",""
HSNG-25-200,"PROTECTIVE RAILINGS ARE MISSING 105.CMR.410.520 (A) (1) (third floor protective hand railings are in disrepair, unsecured to the wall) ",Owner,"",Cited,"",""
HSNG-25-200, Smoke Detectors and Carbon Monoxide Alarms 105.CMR.410. 330: (A)(Multiple missing smoke detectors on third-floor) ,Owner,"",Cited,"",""
HSNG-25-198," 105.CMR.410.235 (A) 9(Shower drain is clogged, slow drainage)",Owner,"",Corrected,1316524,08/25/2025
HSNG-25-197,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A) overgrowth grass,Owner,"",Cited,1316316,""
HSNG-25-197,"",Owner,"",Cited,"",""
HSNG-25-196,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(litter/trash in yard),Owner,"",Cited,1316295,""
HSNG-25-196,"",Owner,"",Cited,"",""
HSNG-25-195,"105 CMR 410.500 (A,1,2) Owner's Responsibility to Maintain Building and Structural Elements(signs of water damage through unit, doors damaged first floor bathroom and second and third floor bedrooms, Walls need painting, wall tile missing first and second floor bathrooms)105 CMR 410.550 (B) Elimination of pests(roaches throughtout)",Owner,"",Cited,"",""
HSNG-25-194,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Grass is overgrown throughout property, exceeds 6 inches)",Owner,"",Corrected,1316219,08/13/2025
HSNG-25-194,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Accumulation of dead leaves protruding into street) ,Owner,"",Corrected,1316220,08/13/2025
HSNG-25-192,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Bulk furniture left on tree belt),Owner,"",Corrected,1316196,08/13/2025
HSNG-25-192,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Tree belt is overgrown),Owner,"",Corrected,1316197,08/13/2025
HSNG-25-189,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)( grass,bushes)",Owner,"",Cited,1316044,08/28/2025
HSNG-25-188,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Front lawn is overgrown, grass exceeds 6 inches)",Owner,"",Cited,1316170,08/12/2025
HSNG-25-188,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Tree belt is overgrown, grass exceeds 6 inches)",Owner,"",Cited,1316175,08/12/2025
HSNG-25-188,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Tree belt is overgrown, grass exceeds 6 inches)",Owner,"",Cited,1316178,08/12/2025
HSNG-25-187,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A) (Front lawn and tree belt is overgrown, grass exceeds 6 inches)",Owner,"",Corrected,1316141,08/12/2025
HSNG-25-186,"Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)Whoever, being the owner, occupant, or in control of real estate, permits, allows or suffers an unregistered motor vehicle or a substantial part of such motor vehicle to remain on said premises for a period in excess of 12 days shall be punished by a fine .( Grey Nissan ) ",Owner,"",Cited,"",""
HSNG-25-186,"","","",Cited,"",""
HSNG-25-185,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(litter on treebelt),Owner,"",Cited,"",""
HSNG-25-185,"",Owner,"",Cited,"",""
HSNG-25-185,Please pass close ,Owner,"",Corrected,"",08/25/2025
HSNG-25-184,"MAINTENANCE OF LAND 105.CMR.410.570 (A) ( 1,2,3,4,5)(Miscellaneous debris in yard, household items, wood materials, burn couch, tires, auto parts,bulk items, etc.) ",Owner,"",Cited,"",""
HSNG-25-184,PROTECTIVE RAILING - 105.CMR.410.520 (A) (1) (3rd Floor front stairway egress missing handlings) ,Owner,"",Corrected,"",""
HSNG-25-184,"Maintenance of Areas in a Sanitary and Safe Condition - 105.CMR.410.570 (A) (B) (Heavy basement fire load, all combustible items must be moved 3 feet away from furnace and water heaters) ",Both,"",Cited,"",""
HSNG-25-183,Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)( couch),Owner,"",Cited,1315745,08/29/2025
HSNG-25-182, 105.CMR.410.570 (A) (1) (2) (5)(Buildup of raw sewage along tree belt),Owner,"",Corrected,1316054,08/12/2025
HSNG-25-181,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Overgrowth On Parcel Of Land-Yard—Heavy Overgrowth Of Grass, Weeds, Vines, Bushes, Shrubs, Small Trees, Wild, Growth, Leaves, ETC. Note: Yard And Property Must Be Cut, Cleaned, And Maintained At All Times to avoid fines upon re-inspection.Note: Owner Is Responsible For Tree Belt And To Maintain From Property Line To 3 Feet Into Street Area.",Owner,"",Corrected,1321942,08/08/2025
HSNG-25-181,"",Owner,"",Corrected,1321943,""
HSNG-25-181,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 (1) (A)NOTE; SPECIAL PICK UP ITEMS MUST ONLY BE PUT OUT THE NIGHT BEFORE SCHEDULED PICK UP DAY TO AVOID IMMEDIATE TICKET.(Bulk items/furniture piled on side of property),Owner,"",Cited,1315689,08/18/2025
HSNG-25-179,CEILING - BROKEN PLASTER 105.CMR.410.500 (A) 2Hole in kitchen ceiling near cabinets /water damaged ,Owner,"",Cited,1323581,09/15/2025
HSNG-25-178,"structural members - MISSING 105.CMR.410.500 (A) (1) (2) (Ceilings and walls stained with black lines, must be repainted throughout unit) ",Owner,"",Cited,"",08/15/2025
HSNG-25-176,"Yard: OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Heavy Overgrowth Of Grass, Weeds, Vines, Bushes, Shrubs, Small Trees, Wild, Growth, ETC.Note: Yard And Property Must Be Cut, Cleaned And Maintained At All Times To Avoid Possible Fines.",Owner,"",Cited,1315508,""
HSNG-25-176,"",Owner,"",Cited,1315509,""
HSNG-25-176,"",Owner,"",Cited,1315510,""
HSNG-25-175,"Maintenance of Land – YARD PROPERTY TREEBELT AND GUTTERPaper,Plastic,Cardboard,EtcProperty must be cleaned and maintained at all timesTo Avoid A Possible $100.00 Ticket Every 3 Days Until Property Is Completely Cleaned And Maintained. Note: Owner Is Responsible To Maintain From Property Line And 3 Feet Into Street Area.        NOTE; SPECIAL PICK UP ITEMS AND/OR TRASH RECEPTACLES MUST ONLY BE PUT OUT THE NIGHT BEFORE SCHEDULED PICK UP DAY    TO AVOID IMMEDIATE TICKET PlPHOTO'S TAKEN AT TIME OF INSPECTION(Mattress on tree belt)",Owner,"",Corrected,1315500,""
HSNG-25-175,"",Owner,"",Corrected,1315502,""
HSNG-25-174,"105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition (A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean, safe, and sanitary condition and free from:(1) Refuse;(2) Pests;(3) Potential injury hazards;(4) Conditions contributing to the accumulation of standing water; or(5) Any other condition which affects the health, safety, or well-being of the occupants of any residence or of the general public.",Owner,"",Cited,1358183,""
HSNG-25-174,"",Owner,"",Cited,1335985,""
HSNG-25-172,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 (1) (A)NOTE; SPECIAL PICK UP ITEMS MUST ONLY BE PUT OUT THE NIGHT BEFORE SCHEDULED PICK UP DAY TO AVOID IMMEDIATE TICKET.(Bulk items/mattresses stacked up against fence at front of property),Both,"",Corrected,1323050,08/13/2025
HSNG-25-170,Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)( mattresses on tree belt),Owner,"",Cited,1315244,08/12/2025
HSNG-25-169,Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)( mattresses on tree belt),Owner,"",Cited,"",08/26/2025
HSNG-25-169,Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)( cabinets on tree belt),Owner,"",Cited,1327523,09/16/2025
HSNG-25-168,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Overgrowth throughout parking lot and along sidewalk),Owner,"",Corrected,1315219,08/12/2025
HSNG-25-168,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Overgrowth throughout parking lot and along sidewalk),Owner,"",Corrected,1315220,08/12/2025
HSNG-25-168,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Overgrowth throughout parking lot and along sidewalk),Owner,"",Corrected,1315221,08/12/2025
HSNG-25-168,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Overgrowth throughout parking lot and along sidewalk),Owner,"",Corrected,1315224,08/12/2025
HSNG-25-166,"105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements (A) (2)(A) Every owner of a residence shall maintain all buildings and structural elements in compliance with accepted standards so they are in good repair and in every way fit for the intended use, including:(2) Free from holes, cracks, loose plaster, or defects that renders the area difficult to keep clean.(Bathroom floor tiles are cracked underneath rug)(Floor tile peeling, wall damage and uneven surfaces between tub and wall allowing area for mold to accumulate and difficult to keep clean)",Owner,Bathroom,Cited,"",12/01/2025
HSNG-25-166,"105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements (A) (2)(A) Every owner of a residence shall maintain all buildings and structural elements in compliance with accepted standards so they are in good repair and in every way fit for the intended use, including:(2) Free from holes, cracks, loose plaster, or defects that renders the area difficult to keep clean, create an injury risk, or provide an entry or harborage for pests.(Kitchen floor tiles are cracked again and floor has dipped underneath tile, causing tile to crack when stepped on. Trip hazard)",Owner,Kitchen,Cited,"",12/01/2025
HSNG-25-166,"105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements (A) (1)(A) Every owner of a residence shall maintain all buildings and structural elements in compliance with accepted standards so they are in good repair and in every way fit for the intended use, including:(1) Protected from wind, rain and snow, and are watertight, free from excess moisture or the appearance of mold.(Mold like substance continues to accumulate along wall and ceiling in bathroom)",Owner,Bathroom,Cited,"",12/01/2025
HSNG-25-164,"105.CMR.410.235: Owner’s Installation, Maintenance and Repair Responsibilities(A) The facilities and equipment the owner is required to provide include, but are not limited to: (1) Sinks; (Kitchen sink,leaking)",Owner,"",Corrected,1318560,""
HSNG-25-164,"",Owner,"",Corrected,1318561,""
HSNG-25-164,"105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(1) protected from wind, rain, and snow, and our weather, tight, free from excess moisture, or the appearance of mold and pest resistant;(Baseboard missing)",Owner,"",Corrected,1318562,""
HSNG-25-164,"105.CMR.410.235: Owner’s Installation, Maintenance and Repair Responsibilities(12) Electrical light fixtures, switches, outlets and wiring;(13) Smoke detectors and carbon monoxide alarms as required by 780 CMR: Massachusetts State Building Code and 527 CMR 1.00: Massachusetts Comprehensive Fire Safety Code;(Electronic fire alarm sensor,hanging)",Owner,"",Corrected,1321576,""
HSNG-25-164," 105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(Numerous radiators in unit missing shut off knobs)",Owner,"",Corrected,1321579,""
HSNG-25-164," 105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(Bifold closet doors not affixed to tracks)",Owner,"",Cited,1321580,""
HSNG-25-164,"",Owner,"",Cited,1321581,""
HSNG-25-164," 105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(Bathroom.Hole in wall behind toilet.)",Owner,"",Corrected,1321582,""
HSNG-25-164," 105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(Paint peeling/Bedroom closet)",Owner,"",Corrected,1321583,""
HSNG-25-164,"105.CMR.410.235: Owner’s Installation, Maintenance and Repair Responsibilities(Outlet cover missing,bedroom)",Owner,"",Corrected,1321584,""
HSNG-25-164," 105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use. (Large gaps around window trim in bedroom)",Owner,"",Cited,1321585,""
HSNG-25-164,"",Owner,"",Corrected,1326689,""
HSNG-25-164,"",Owner,"",Corrected,1326690,""
HSNG-25-164,"",Owner,"",Corrected,1326691,""
HSNG-25-164,"",Owner,"",Corrected,1326692,""
HSNG-25-164,"",Owner,"",Corrected,1326697,""
HSNG-25-164,"",Owner,"",Corrected,1326698,""
HSNG-25-164,"",Owner,"",Corrected,"",""
HSNG-25-164,"",Owner,"",Cited,1326702,""
HSNG-25-164,"",Owner,"",Cited,1326703,""
HSNG-25-164,"",Owner,"",Cited,1326704,""
HSNG-25-164,"",Owner,"",Corrected,1326705,""
HSNG-25-164,"",Owner,"",Corrected,1326706,""
HSNG-25-164,"",Owner,"",Corrected,1326707,""
HSNG-25-164,"",Owner,"",Corrected,1326708,""
HSNG-25-164,"",Owner,"",Corrected,1326709,""
HSNG-25-164,"",Owner,"",Corrected,1326710,""
HSNG-25-164,"",Owner,"",Corrected,1326734,""
HSNG-25-164,"105.CMR.410.150: Hot WaterThe owner shall provide and maintain in good operating condition facilities capable of heating and delivering hot water:(A) In a quantity and pressure sufficient to satisfy the ordinary use of all plumbing fixtures which normally need hot water for their proper use and function.(B) In a temperature range of not less than 110° F and not greater than 130°F for fixtures other than a bathtub or shower.( Temperature below 110 Degrees.Temp at inspection,102.2)",Owner,"",Cited,1344558,""
HSNG-25-164,"105.CMR.410.270:Locks(B) The owner of a residence, except in a homeless shelter, shall provide a key to the occupant for: (1) The main entry door to the residence;(2) The occupant’s dwelling unit or rooming unit; and(3) Areas common to their unit.(Tenant states that he does not have keys to main entry door,Unit front door)",Owner,"",Cited,"",""
HSNG-25-164,"105.CMR.410.500 Owners responsibility to maintain structural elements.(A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(Bathroom transition strip not in place correctly.)",Owner,"",Cited,1353831,""
HSNG-25-164,105.CMR.410.530: Weathertight Elements(A)-(2) (Bathroom window not holding in place),Owner,"",Cited,1353844,""
HSNG-25-164,"105.CMR.410. 630: Conditions Deemed to Endanger or Materially Impair Health or Safety(3) Shutoff and/or failure to restore electricity, gas, or water.( No electricity in unit)",Both,"",Cited,1353846,""
HSNG-25-164,"105.CMR.410.500 Owners responsibility to maintain structural elements.(A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(Dome for overhead light missing)",Owner,"",Cited,1353847,""
HSNG-25-163,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Overgrowth of grass,weeds,bushes,etc)",Owner,"",Cited,1317264,""
HSNG-25-163,"",Owner,"",Cited,1317267,""
HSNG-25-163,"",Owner,"",Cited,1317268,""
HSNG-25-163,"","","",Corrected,"",""
HSNG-25-165,"105.CMR.410.003: General Provisions(A) No owner shall allow a person to occupy, offer to rent, or occupy as owner-occupant any residence which does not comply with the requirements of 105 CMR 410.000.(Illegal 3rd Flr Dwelling unit)  105.CMR.410. 630: Conditions Deemed to Endanger or Materially Impair Health or Safety(A)8,15105.CMR.410.235: Owner’s Installation, Maintenance and Repair Responsibilities(A) The facilities and equipment the owner is required to provide include, but are not limited to: (5) Smoke detectors and carbon monoxide alarms; (Smoke detectors missing/3rd Flr)",Owner,3rd Flr,Cited,1315053,""
HSNG-25-165,"",Owner,"",Cited,1315055,""
HSNG-25-165,"",Owner,"",Cited,1315056,""
HSNG-25-165,"",Owner,"",Cited,1315057,""
HSNG-25-165,"",Owner,"",Cited,1315058,""
HSNG-25-162,"LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Bulk furniture left on sidewalk, and furniture in driveway area)",Owner,"",Corrected,1314651,10/07/2025
HSNG-25-162,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Box springs and furniture piled in backyard),Owner,"",In Progress,1314652,10/07/2025
HSNG-25-161,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Bulk furniture left on tree belt),Owner,"",Corrected,1314636,08/04/2025
HSNG-25-159,"Yard: 105.CMR. 410.570: Maintenance of Areas in a Sanitary and Safe Condition(A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in aclean, safe, and sanitary condition and free from:(1) Refuse;(2) Pests;(3) Potential injury hazards;(4) Conditions contributing to the accumulation of standing water; or(5) Any other condition which affects the health, safety, or well-being of the occupants of any residenceor of the general public.(Tires,Oil Containers,Furniture,Misc Debris)",Owner,"",Corrected,"",""
HSNG-25-159,"",Owner,"",Cited,1315374,""
HSNG-25-159,"","","",Cited,"",""
HSNG-25-158,"105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition(A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean, safe, and sanitary condition and free from:(1) Refuse;(2) Pests;(3) Potential injury hazards;(4) Conditions contributing to the accumulation of standing water; or(5) Any other condition which affects the health, safety, or well-being of the occupants of any residence or of the general public.LITTER OCCUPIED CHAPTER 327 Article I § 327-13 (A)YARD/PROPERTY/TREEBELTMiscellaneous Debris, Litter, Plastic, Cardboard, Household furniture, ETCNote: Yard And Property Must Be Cut Cleaned And Maintained At All Times .Note: Owner Is Responsible To Maintain From Property Line And 3 Feet Into Street Area.  NOTE; SPECIAL PICK UP ITEMS AND/OR TRASH RECEPTACLES MUST ONLY BE PUT OUT THE NIGHT BEFORE SCHEDULED PICK UP DAY.",Owner,"",Cited,"",""
HSNG-25-158,559 Wilbraham rd ,Owner,"",Cited,"",""
HSNG-25-158,"",Owner,"",Cited,"",""
HSNG-25-158,Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B),Owner,"",Cited,"",""
HSNG-25-157,"105.CMR.410.003: General Provisions(B) Unless otherwise specified in 105 CMR 410.000, the owner is responsible for providing all maintenance, repairs, and equipment necessary to achieve compliance with 105 CMR 410.000.105.CMR.410.200: Provision and Metering of Electricity or Gas(C) Owners shall allow occupants access to their dwelling unit’s electrical distribution panel at all times, except when the owner provides electricity and provides access to the electrical distribution panel by continuous building management supervision, pursuant to 527 CMR 12: Massachusetts Electrical Code.(D) If it is determined upon inspection that electricity or gas may not meet the requirements of 105 CMR 410.200(A), the board of health shall immediately notify the local plumbing or electrical inspector of any possible violations observed.(Power to some outlets and switches in the kitchen and living room not functioning..No access to electrical panel in basement.)(Also rear common area lights not functioning)",Owner,"",Corrected,1315237,08/08/2025
HSNG-25-157,"",Owner,"",Corrected,1315238,08/11/2025
HSNG-25-157,"",Owner,"",Corrected,1315239,08/11/2025
HSNG-25-157,"","","",Corrected,"",""
HSNG-25-157,"","","",Corrected,"",""
HSNG-25-157,"","","",Corrected,"",""
HSNG-25-157,"105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(Rear deck in disrepair.)",Owner,"",Corrected,1315289,08/08/2025
HSNG-25-157,"","","",Corrected,"",""
